W&B offline. Running your script from this directory will only write metadata locally. Use wandb disabled to completely turn off W&B.
G-Retriever
start load args ...
end load args!
start seed everything...
end seed everything!
Namespace(model_name='graph_llm', project='project_g_retriever', seed=0, dataset='ppi5k', lr=1e-05, wd=0.05, patience=2, batch_size=2, grad_steps=2, num_epochs=3, warmup_epochs=1, eval_batch_size=16, llm_model_name='7b_chat', llm_model_path='', llm_frozen='True', llm_num_virtual_tokens=10, output_dir='output', max_txt_len=2096, max_new_tokens=32, max_memory=['80', '80'], gnn_model_name='gt', gnn_num_layers=4, gnn_in_dim=1024, gnn_hidden_dim=1024, gnn_num_heads=4, gnn_dropout=0.0)
start load dataset...
end load dataset!
start load model...
Loading LLAMA
Freezing LLAMA!
Finish loading LLAMA!
trainable params: 31485952 || all params: 6769901568 || trainable%: 0.4650872938659542
start training...
Lr: 6.968155529231413e-10, Accum Loss: 0.7522855401039124
Lr: 8.423803219287855e-06, Accum Loss: 3.963114636462706e-06
Lr: 8.4251968503937e-06, Accum Loss: 3.434460722928634e-06
Lr: 8.426590481499547e-06, Accum Loss: 2.1440163777697308e-06
Lr: 8.427984112605394e-06, Accum Loss: 3.411055899960047e-06
Lr: 8.42937774371124e-06, Accum Loss: 2.0890664131911763e-06
Lr: 8.430771374817086e-06, Accum Loss: 5.467770961331553e-06
Lr: 8.432165005922933e-06, Accum Loss: 3.4841123124351725e-06
Lr: 8.433558637028779e-06, Accum Loss: 8.290526380960728e-07
Lr: 8.434952268134626e-06, Accum Loss: 2.3693241359978856e-06
Lr: 8.43634589924047e-06, Accum Loss: 5.2398595471458975e-06
Lr: 8.437739530346318e-06, Accum Loss: 4.119597974749922e-06
Lr: 8.439133161452165e-06, Accum Loss: 2.10991311178077e-06
Lr: 8.44052679255801e-06, Accum Loss: 1.8045820411316527e-06
Lr: 8.441920423663857e-06, Accum Loss: 4.421059884407441e-06
Lr: 8.443314054769704e-06, Accum Loss: 4.481652695176308e-06
Lr: 8.444707685875549e-06, Accum Loss: 1.5188907696028764e-06
Lr: 8.446101316981396e-06, Accum Loss: 5.732322733820183e-06
Lr: 8.447494948087241e-06, Accum Loss: 3.545372578628303e-06
Lr: 8.448888579193088e-06, Accum Loss: 8.084993083912195e-07
Lr: 8.450282210298935e-06, Accum Loss: 1.9648978764053027e-06
Lr: 8.45167584140478e-06, Accum Loss: 2.7197378358323476e-06
Lr: 8.453069472510627e-06, Accum Loss: 1.0617163184178935e-06
Lr: 8.454463103616474e-06, Accum Loss: 3.7116203657205915e-06
Lr: 8.455856734722319e-06, Accum Loss: 3.2455832297273446e-06
Lr: 8.457250365828166e-06, Accum Loss: 0.003204643638014204
Lr: 8.458643996934011e-06, Accum Loss: 0.018690220151938775
Lr: 8.460037628039858e-06, Accum Loss: 1.9159505768584495e-06
Lr: 8.461431259145705e-06, Accum Loss: 0.0003116630375643581
Lr: 8.46282489025155e-06, Accum Loss: 1.9011825997949927e-06
Lr: 8.464218521357397e-06, Accum Loss: 4.454221880223486e-06
Lr: 8.465612152463244e-06, Accum Loss: 2.8445170528357266e-05
Lr: 8.467005783569089e-06, Accum Loss: 4.73194654659892e-06
Lr: 8.468399414674936e-06, Accum Loss: 8.786927310211468e-06
Lr: 8.469793045780781e-06, Accum Loss: 0.003668636567226713
Lr: 8.47118667688663e-06, Accum Loss: 3.3492786997157964e-06
Lr: 8.472580307992475e-06, Accum Loss: 1.2077134385890531e-06
Lr: 8.47397393909832e-06, Accum Loss: 2.549517716943228e-06
Lr: 8.475367570204167e-06, Accum Loss: 0.10096727311611176
Lr: 8.476761201310014e-06, Accum Loss: 3.948152652810677e-06
Lr: 8.478154832415861e-06, Accum Loss: 0.1296584711030846
Lr: 8.479548463521706e-06, Accum Loss: 0.06931945930409711
Lr: 8.480942094627551e-06, Accum Loss: 4.209932853882492e-06
Lr: 8.4823357257334e-06, Accum Loss: 3.6882943277305458e-06
Lr: 8.483729356839245e-06, Accum Loss: 2.8367395543682505e-06
Lr: 8.485122987945092e-06, Accum Loss: 6.205505883372098e-06
Lr: 8.486516619050937e-06, Accum Loss: 0.03768055091302358
Lr: 8.487910250156784e-06, Accum Loss: 2.6514580326875148e-06
Lr: 8.489303881262631e-06, Accum Loss: 2.2930126988285338e-06
Lr: 8.490697512368476e-06, Accum Loss: 3.005686835422239e-06
Lr: 8.492091143474323e-06, Accum Loss: 0.2599743178911922
Lr: 8.49348477458017e-06, Accum Loss: 2.2597729412154877e-06
Lr: 8.494878405686015e-06, Accum Loss: 6.287935434556857e-06
Lr: 8.496272036791862e-06, Accum Loss: 0.0005833749418115985
Lr: 8.497665667897708e-06, Accum Loss: 5.768681148765609e-06
Lr: 8.499059299003554e-06, Accum Loss: 2.652368607414246e-06
Lr: 8.500452930109401e-06, Accum Loss: 6.463283341417991e-06
Lr: 8.501846561215247e-06, Accum Loss: 2.907466978285811e-06
Lr: 8.503240192321094e-06, Accum Loss: 1.9365800199011574e-06
Lr: 8.50463382342694e-06, Accum Loss: 1.940020808888221e-06
Lr: 8.506027454532786e-06, Accum Loss: 3.092224460488069e-06
Lr: 8.507421085638633e-06, Accum Loss: 9.232648579882152e-05
Lr: 8.508814716744478e-06, Accum Loss: 3.1587417197442846e-06
Lr: 8.510208347850325e-06, Accum Loss: 5.702941734853084e-06
Lr: 8.511601978956172e-06, Accum Loss: 2.1871849043009206e-06
Lr: 8.512995610062017e-06, Accum Loss: 1.3572474472312024e-05
Lr: 8.514389241167864e-06, Accum Loss: 3.3326808761557913e-06
Lr: 8.51578287227371e-06, Accum Loss: 5.295943537930725e-06
Lr: 8.517176503379556e-06, Accum Loss: 0.09052009781203196
Lr: 8.518570134485403e-06, Accum Loss: 2.881833211176854e-06
Lr: 8.519963765591248e-06, Accum Loss: 4.695011966759921e-06
Lr: 8.521357396697095e-06, Accum Loss: 2.377861619606847e-06
Lr: 8.522751027802942e-06, Accum Loss: 0.09337021051715055
Lr: 8.524144658908787e-06, Accum Loss: 2.9021296086284565e-06
Lr: 8.525538290014634e-06, Accum Loss: 7.271766662597656e-06
Lr: 8.52693192112048e-06, Accum Loss: 0.018710619480998503
Lr: 8.528325552226326e-06, Accum Loss: 0.007603044139955273
Lr: 8.529719183332173e-06, Accum Loss: 5.879081072635017e-06
Lr: 8.531112814438018e-06, Accum Loss: 1.3143167052476201e-06
Lr: 8.532506445543865e-06, Accum Loss: 3.909166366611316e-06
Lr: 8.533900076649712e-06, Accum Loss: 0.10803361485341156
Lr: 8.535293707755557e-06, Accum Loss: 1.0051079016193398e-05
Lr: 8.536687338861404e-06, Accum Loss: 8.447353934570856e-05
Lr: 8.538080969967251e-06, Accum Loss: 8.278168252218165e-06
Lr: 8.539474601073096e-06, Accum Loss: 4.457787781575462e-06
Lr: 8.540868232178943e-06, Accum Loss: 1.613725362403784e-05
Lr: 8.542261863284788e-06, Accum Loss: 6.531675808219006e-06
Lr: 8.543655494390635e-06, Accum Loss: 0.12838675826787949
Lr: 8.545049125496482e-06, Accum Loss: 4.6756532583458466e-06
Lr: 8.546442756602327e-06, Accum Loss: 3.995973429482547e-06
Lr: 8.547836387708174e-06, Accum Loss: 3.1705407081972226e-06
Lr: 8.549230018814021e-06, Accum Loss: 0.010638290084898472
Lr: 8.550623649919866e-06, Accum Loss: 3.7544619999607676e-06
Lr: 8.552017281025713e-06, Accum Loss: 4.904965635432745e-06
Lr: 8.553410912131559e-06, Accum Loss: 3.6335908362161717e-06
Lr: 8.554804543237405e-06, Accum Loss: 1.4899790699018922e-06
Lr: 8.556198174343252e-06, Accum Loss: 5.369003019950469e-06
Lr: 8.557591805449098e-06, Accum Loss: 0.02350913450641201
Lr: 8.558985436554944e-06, Accum Loss: 1.3735873380937846e-05
Lr: 8.560379067660791e-06, Accum Loss: 1.7151236534118652e-05
Lr: 8.561772698766637e-06, Accum Loss: 6.448109161283355e-06
Lr: 8.563166329872483e-06, Accum Loss: 4.081053020854597e-06
Lr: 8.564559960978329e-06, Accum Loss: 4.559755325317383e-06
Lr: 8.565953592084176e-06, Accum Loss: 0.005527483565401781
Lr: 8.567347223190023e-06, Accum Loss: 1.0015872703661444e-05
Lr: 8.568740854295868e-06, Accum Loss: 4.0799113776301965e-06
Lr: 8.570134485401715e-06, Accum Loss: 2.4018464728214894e-06
Lr: 8.571528116507562e-06, Accum Loss: 1.3470076737576164e-05
Lr: 8.572921747613407e-06, Accum Loss: 2.0162812575108546e-06
Lr: 8.574315378719254e-06, Accum Loss: 4.83645442272973e-06
Lr: 8.575709009825099e-06, Accum Loss: 7.715362698945682e-06
Lr: 8.577102640930946e-06, Accum Loss: 0.03880925104022026
Lr: 8.578496272036793e-06, Accum Loss: 3.6445156638365006e-05
Lr: 8.579889903142638e-06, Accum Loss: 2.895568286476191e-06
Lr: 8.581283534248485e-06, Accum Loss: 0.0001582909939656929
Lr: 8.582677165354332e-06, Accum Loss: 5.889069711884076e-06
Lr: 8.584070796460177e-06, Accum Loss: 0.0003991752264482784
Lr: 8.585464427566024e-06, Accum Loss: 9.814898476179224e-06
Lr: 8.586858058671869e-06, Accum Loss: 1.1406508178879449e-05
Lr: 8.588251689777718e-06, Accum Loss: 4.992046615370782e-05
Lr: 8.589645320883563e-06, Accum Loss: 5.109951985104999e-06
Lr: 8.591038951989408e-06, Accum Loss: 0.00022781740221944347
Lr: 8.592432583095255e-06, Accum Loss: 6.3171582951326855e-06
Lr: 8.593826214201102e-06, Accum Loss: 0.001894126110698835
Lr: 8.595219845306947e-06, Accum Loss: 4.601869250109303e-06
Lr: 8.596613476412794e-06, Accum Loss: 5.37293294655683e-06
Lr: 8.59800710751864e-06, Accum Loss: 1.9756313349716947e-06
Lr: 8.599400738624488e-06, Accum Loss: 3.840525863552102e-06
Lr: 8.600794369730333e-06, Accum Loss: 0.001543298971682816
Lr: 8.602188000836178e-06, Accum Loss: 2.9108252306286886e-06
Lr: 8.603581631942025e-06, Accum Loss: 1.0353823427067255e-05
Lr: 8.604975263047872e-06, Accum Loss: 2.083734273128357e-06
Lr: 8.606368894153719e-06, Accum Loss: 8.030743401832297e-06
Lr: 8.607762525259564e-06, Accum Loss: 4.710210419034411e-06
Lr: 8.60915615636541e-06, Accum Loss: 3.823527435997676e-06
Lr: 8.610549787471258e-06, Accum Loss: 5.932152248533384e-06
Lr: 8.611943418577103e-06, Accum Loss: 0.0799313480655428
Lr: 8.61333704968295e-06, Accum Loss: 3.318187623335689e-06
Lr: 8.614730680788795e-06, Accum Loss: 0.00015706023168604588
Lr: 8.616124311894642e-06, Accum Loss: 7.513496711908374e-06
Lr: 8.61751794300049e-06, Accum Loss: 9.785095926417853e-06
Lr: 8.618911574106334e-06, Accum Loss: 0.0904491563086367
Lr: 8.620305205212181e-06, Accum Loss: 3.4406266422593035e-06
Lr: 8.621698836318028e-06, Accum Loss: 4.72825308861502e-06
Lr: 8.623092467423873e-06, Accum Loss: 4.624755206350528e-06
Lr: 8.62448609852972e-06, Accum Loss: 9.600458474778861e-05
Lr: 8.625879729635566e-06, Accum Loss: 3.49932884091686e-06
Lr: 8.627273360741412e-06, Accum Loss: 3.615883315433166e-06
Lr: 8.62866699184726e-06, Accum Loss: 4.648507228921517e-06
Lr: 8.630060622953105e-06, Accum Loss: 0.0008803104792605154
Lr: 8.631454254058952e-06, Accum Loss: 1.2502587765084172e-06
Lr: 8.632847885164798e-06, Accum Loss: 4.274504590284778e-06
Lr: 8.634241516270644e-06, Accum Loss: 4.764508275911794e-06
Lr: 8.63563514737649e-06, Accum Loss: 3.8485723052872345e-06
Lr: 8.637028778482336e-06, Accum Loss: 7.949963378450775e-05
Lr: 8.638422409588183e-06, Accum Loss: 3.237757709939615e-06
Lr: 8.63981604069403e-06, Accum Loss: 5.0649514378164895e-06
Lr: 8.641209671799875e-06, Accum Loss: 2.714713787099754e-06
Lr: 8.642603302905722e-06, Accum Loss: 5.863224714630633e-06
Lr: 8.643996934011569e-06, Accum Loss: 0.00011561763506051648
Lr: 8.645390565117414e-06, Accum Loss: 3.4748824191410677e-06
Lr: 8.64678419622326e-06, Accum Loss: 2.3780198148415366e-06
Lr: 8.648177827329106e-06, Accum Loss: 6.870976733353018e-06
Lr: 8.649571458434953e-06, Accum Loss: 0.0031080475928320084
Lr: 8.6509650895408e-06, Accum Loss: 2.249827957712114e-06
Lr: 8.652358720646645e-06, Accum Loss: 1.3743201179750031e-05
Lr: 8.653752351752492e-06, Accum Loss: 3.0300930120574776e-06
Lr: 8.655145982858339e-06, Accum Loss: 4.635680397768738e-06
Lr: 8.656539613964184e-06, Accum Loss: 5.74862156099698e-06
Lr: 8.657933245070031e-06, Accum Loss: 5.7425764680374414e-05
Lr: 8.659326876175876e-06, Accum Loss: 7.573061634502665e-05
Lr: 8.660720507281723e-06, Accum Loss: 3.818954724010837e-06
Lr: 8.66211413838757e-06, Accum Loss: 1.6891687778297637e-05
Lr: 8.663507769493415e-06, Accum Loss: 4.8888908850130974e-06
Lr: 8.664901400599262e-06, Accum Loss: 3.9206610153996735e-06
Lr: 8.666295031705109e-06, Accum Loss: 6.391642727976432e-06
Lr: 8.667688662810954e-06, Accum Loss: 4.8248076609525015e-06
Lr: 8.669082293916801e-06, Accum Loss: 3.171378182287299e-06
Lr: 8.670475925022646e-06, Accum Loss: 6.936661634426855e-06
Lr: 8.671869556128493e-06, Accum Loss: 5.39504821972514e-06
Lr: 8.67326318723434e-06, Accum Loss: 6.146155783426366e-06
Lr: 8.674656818340185e-06, Accum Loss: 2.728187496359169e-06
Lr: 8.676050449446032e-06, Accum Loss: 6.61496937937045e-06
Lr: 8.67744408055188e-06, Accum Loss: 0.00013197761018091114
Lr: 8.678837711657724e-06, Accum Loss: 7.291719725799339e-06
Lr: 8.680231342763571e-06, Accum Loss: 3.4976550296050846e-06
Lr: 8.681624973869417e-06, Accum Loss: 2.6722749026930614e-06
Lr: 8.683018604975263e-06, Accum Loss: 0.09954492109181956
Lr: 8.68441223608111e-06, Accum Loss: 2.233034578580373e-06
Lr: 8.685805867186956e-06, Accum Loss: 3.9365152133541415e-06
Lr: 8.687199498292802e-06, Accum Loss: 5.138820483807649e-06
Lr: 8.68859312939865e-06, Accum Loss: 4.109052383682865e-06
Lr: 8.689986760504495e-06, Accum Loss: 4.170665079072933e-06
Lr: 8.691380391610341e-06, Accum Loss: 5.176317131372343e-06
Lr: 8.692774022716187e-06, Accum Loss: 0.0072451857131454744
Lr: 8.694167653822034e-06, Accum Loss: 5.971502446300292e-06
Lr: 8.69556128492788e-06, Accum Loss: 2.183296032853832e-06
Lr: 8.696954916033726e-06, Accum Loss: 0.021127305924892426
Lr: 8.698348547139573e-06, Accum Loss: 2.489154553586559e-06
Lr: 8.69974217824542e-06, Accum Loss: 2.4928900757004158e-06
Lr: 8.701135809351265e-06, Accum Loss: 2.48794196977542e-06
Lr: 8.702529440457112e-06, Accum Loss: 7.748603962909328e-07
Lr: 8.703923071562957e-06, Accum Loss: 8.393965799768921e-06
Lr: 8.705316702668804e-06, Accum Loss: 4.596180474436551e-06
Lr: 8.70671033377465e-06, Accum Loss: 0.23057617658173513
Lr: 8.708103964880496e-06, Accum Loss: 2.686466473278415e-06
Lr: 8.709497595986343e-06, Accum Loss: 2.6658177375793457e-05
Lr: 8.71089122709219e-06, Accum Loss: 1.641982350975013e-06
Lr: 8.712284858198035e-06, Accum Loss: 1.2351916439001798e-05
Lr: 8.713678489303882e-06, Accum Loss: 7.573215498268837e-06
Lr: 8.715072120409727e-06, Accum Loss: 0.12316574875649167
Lr: 8.716465751515576e-06, Accum Loss: 8.665440191180096e-06
Lr: 8.717859382621421e-06, Accum Loss: 0.05589480800870206
Lr: 8.719253013727266e-06, Accum Loss: 8.053478097735933e-07
Lr: 8.720646644833113e-06, Accum Loss: 2.940811214102723e-06
Lr: 8.72204027593896e-06, Accum Loss: 2.6771654688673152e-06
Lr: 8.723433907044805e-06, Accum Loss: 4.51144319413288e-06
Lr: 8.724827538150652e-06, Accum Loss: 2.612367262599946e-05
Lr: 8.726221169256497e-06, Accum Loss: 2.1524470525946526e-06
Lr: 8.727614800362346e-06, Accum Loss: 5.031197247262753e-06
Lr: 8.729008431468191e-06, Accum Loss: 3.6157095451017085e-06
Lr: 8.730402062574036e-06, Accum Loss: 7.2129898853745544e-06
Lr: 8.731795693679883e-06, Accum Loss: 3.762918652228109e-06
Lr: 8.73318932478573e-06, Accum Loss: 0.0012867610382727435
Lr: 8.734582955891577e-06, Accum Loss: 0.011279758748912627
Lr: 8.735976586997422e-06, Accum Loss: 3.814697265625e-06
Lr: 8.737370218103267e-06, Accum Loss: 3.222734812879935e-05
Lr: 8.738763849209116e-06, Accum Loss: 1.118100897201657e-06
Lr: 8.740157480314961e-06, Accum Loss: 0.00333296361873181
Lr: 8.741551111420808e-06, Accum Loss: 0.02761942620080049
Lr: 8.742944742526653e-06, Accum Loss: 3.965067321587412e-06
Lr: 8.7443383736325e-06, Accum Loss: 0.03337203780256459
Lr: 8.745732004738347e-06, Accum Loss: 2.903816096022638e-06
Lr: 8.747125635844192e-06, Accum Loss: 0.010401372176886525
Lr: 8.74851926695004e-06, Accum Loss: 0.00034774652448277266
Lr: 8.749912898055886e-06, Accum Loss: 0.016977584610458507
Lr: 8.751306529161731e-06, Accum Loss: 6.779600312256662e-06
Lr: 8.752700160267578e-06, Accum Loss: 5.3166397719905945e-06
Lr: 8.754093791373424e-06, Accum Loss: 4.195694998543331e-06
Lr: 8.75548742247927e-06, Accum Loss: 0.0017601732756702404
Lr: 8.756881053585117e-06, Accum Loss: 0.0585991460141031
Lr: 8.758274684690963e-06, Accum Loss: 3.209820647498418e-06
Lr: 8.75966831579681e-06, Accum Loss: 2.1248028474474268e-06
Lr: 8.761061946902656e-06, Accum Loss: 3.6347185528029513e-06
Lr: 8.762455578008502e-06, Accum Loss: 4.428008281820439e-06
Lr: 8.763849209114349e-06, Accum Loss: 2.574510745034786e-06
Lr: 8.765242840220194e-06, Accum Loss: 1.353899961031857e-05
Lr: 8.76663647132604e-06, Accum Loss: 9.807426522456808e-06
Lr: 8.768030102431888e-06, Accum Loss: 6.438447826440097e-06
Lr: 8.769423733537733e-06, Accum Loss: 4.548620381683577e-06
Lr: 8.77081736464358e-06, Accum Loss: 0.035099652524195335
Lr: 8.772210995749427e-06, Accum Loss: 3.497955844977696e-06
Lr: 8.773604626855272e-06, Accum Loss: 0.0018290899820385675
Lr: 8.774998257961119e-06, Accum Loss: 1.7508192286186386e-05
Lr: 8.776391889066964e-06, Accum Loss: 0.09976768121123314
Lr: 8.777785520172811e-06, Accum Loss: 2.5806604071476613e-06
Lr: 8.779179151278658e-06, Accum Loss: 8.158555431236891e-05
Lr: 8.780572782384503e-06, Accum Loss: 0.11435198783874512
Lr: 8.78196641349035e-06, Accum Loss: 7.639519935764838e-06
Lr: 8.783360044596197e-06, Accum Loss: 2.4629490553707e-06
Lr: 8.784753675702042e-06, Accum Loss: 6.479245712398551e-06
Lr: 8.786147306807889e-06, Accum Loss: 6.145901124909869e-06
Lr: 8.787540937913734e-06, Accum Loss: 6.056328516024223e-06
Lr: 8.788934569019581e-06, Accum Loss: 6.56873737625574e-06
Lr: 8.790328200125428e-06, Accum Loss: 5.052148708273307e-06
Lr: 8.791721831231273e-06, Accum Loss: 7.88377860772016e-06
Lr: 8.79311546233712e-06, Accum Loss: 8.364518407688593e-06
Lr: 8.794509093442967e-06, Accum Loss: 8.943159173213644e-06
Lr: 8.795902724548812e-06, Accum Loss: 9.285518217438948e-06
Lr: 8.797296355654659e-06, Accum Loss: 0.06446722098462487
Lr: 8.798689986760504e-06, Accum Loss: 0.005618564748147037
Lr: 8.800083617866351e-06, Accum Loss: 1.8076649439535686e-05
Lr: 8.801477248972198e-06, Accum Loss: 4.08547264214576e-05
Lr: 8.802870880078043e-06, Accum Loss: 0.00042022019624710083
Lr: 8.80426451118389e-06, Accum Loss: 0.0007308836047741352
Lr: 8.805658142289737e-06, Accum Loss: 7.010259196249535e-06
Lr: 8.807051773395582e-06, Accum Loss: 3.9626079342269804e-06
Lr: 8.80844540450143e-06, Accum Loss: 6.493207035873638e-05
Lr: 8.809839035607275e-06, Accum Loss: 0.15088871618127087
Lr: 8.811232666713121e-06, Accum Loss: 7.297153842955595e-06
Lr: 8.812626297818968e-06, Accum Loss: 5.657703468386899e-06
Lr: 8.814019928924814e-06, Accum Loss: 4.2533807800282375e-06
Lr: 8.81541356003066e-06, Accum Loss: 0.00034203817108391377
Lr: 8.816807191136507e-06, Accum Loss: 2.312020797035075e-06
Lr: 8.818200822242353e-06, Accum Loss: 2.548289626247424e-05
Lr: 8.8195944533482e-06, Accum Loss: 4.190269805803837e-06
Lr: 8.820988084454045e-06, Accum Loss: 5.492686113939271e-06
Lr: 8.822381715559892e-06, Accum Loss: 2.591616180325218e-06
Lr: 8.823775346665739e-06, Accum Loss: 7.258011692101718e-06
Lr: 8.825168977771584e-06, Accum Loss: 0.1528131306171474
Lr: 8.82656260887743e-06, Accum Loss: 0.011922396237764588
Lr: 8.827956239983278e-06, Accum Loss: 2.1308470650183153e-06
Lr: 8.829349871089123e-06, Accum Loss: 4.252625785738928e-06
Lr: 8.83074350219497e-06, Accum Loss: 0.0273641044342412
Lr: 8.832137133300815e-06, Accum Loss: 2.5386783022440795e-06
Lr: 8.833530764406662e-06, Accum Loss: 5.272803491607192e-06
Lr: 8.834924395512509e-06, Accum Loss: 5.2304349082987756e-06
Lr: 8.836318026618354e-06, Accum Loss: 0.07622315991540063
Lr: 8.8377116577242e-06, Accum Loss: 1.3583007785200607e-06
Lr: 8.839105288830048e-06, Accum Loss: 4.1936125398933655e-06
Lr: 8.840498919935893e-06, Accum Loss: 2.0102218485362755e-06
Lr: 8.84189255104174e-06, Accum Loss: 3.118015740710689e-06
Lr: 8.843286182147585e-06, Accum Loss: 3.684280272864271e-06
Lr: 8.844679813253434e-06, Accum Loss: 1.4062586046748038e-06
Lr: 8.846073444359279e-06, Accum Loss: 6.6827997216023505e-06
Lr: 8.847467075465124e-06, Accum Loss: 3.086081801484397e-05
Lr: 8.848860706570971e-06, Accum Loss: 0.055499260667090766
Lr: 8.850254337676818e-06, Accum Loss: 2.4406998022641346e-06
Lr: 8.851647968782663e-06, Accum Loss: 1.9256264067735174e-06
Lr: 8.85304159988851e-06, Accum Loss: 5.6996941566467285e-06
Lr: 8.854435230994355e-06, Accum Loss: 4.324419649037736e-06
Lr: 8.855828862100204e-06, Accum Loss: 2.9963587167003425e-06
Lr: 8.857222493206049e-06, Accum Loss: 5.044573754275916e-06
Lr: 8.858616124311894e-06, Accum Loss: 0.0002378296450160633
Lr: 8.860009755417741e-06, Accum Loss: 3.187128072568157e-05
Lr: 8.861403386523588e-06, Accum Loss: 7.536752264059032e-06
Lr: 8.862797017629435e-06, Accum Loss: 7.915749097264779e-05
Lr: 8.86419064873528e-06, Accum Loss: 1.224024003931845e-06
Lr: 8.865584279841125e-06, Accum Loss: 2.4870314234703983e-06
Lr: 8.866977910946974e-06, Accum Loss: 2.812303932842042e-06
Lr: 8.86837154205282e-06, Accum Loss: 2.099628744645088e-06
Lr: 8.869765173158666e-06, Accum Loss: 2.204454943921519e-06
Lr: 8.871158804264511e-06, Accum Loss: 4.994372602595831e-06
Lr: 8.872552435370358e-06, Accum Loss: 7.5256384661770426e-06
Lr: 8.873946066476205e-06, Accum Loss: 6.146156010800041e-06
Lr: 8.87533969758205e-06, Accum Loss: 5.107158756345598e-06
Lr: 8.876733328687897e-06, Accum Loss: 0.00026577055365351043
Lr: 8.878126959793744e-06, Accum Loss: 3.849084578178008e-06
Lr: 8.87952059089959e-06, Accum Loss: 6.038408855602029e-06
Lr: 8.880914222005436e-06, Accum Loss: 1.7032617734002997e-06
Lr: 8.882307853111282e-06, Accum Loss: 6.971259836063837e-06
Lr: 8.883701484217128e-06, Accum Loss: 3.4639467685337877e-06
Lr: 8.885095115322975e-06, Accum Loss: 4.624669600161724e-06
Lr: 8.88648874642882e-06, Accum Loss: 5.424022759825675e-07
Lr: 8.887882377534668e-06, Accum Loss: 3.7848949432373047e-06
Lr: 8.889276008640514e-06, Accum Loss: 4.619933179128566e-06
Lr: 8.89066963974636e-06, Accum Loss: 7.247331154758285e-06
Lr: 8.892063270852207e-06, Accum Loss: 1.7624634409685314e-06
Lr: 8.893456901958052e-06, Accum Loss: 0.025865307077765465
Lr: 8.894850533063899e-06, Accum Loss: 4.033926984448044e-06
Lr: 8.896244164169746e-06, Accum Loss: 4.371092757082806e-06
Lr: 8.89763779527559e-06, Accum Loss: 1.1756501976378786e-06
Lr: 8.899031426381438e-06, Accum Loss: 3.3905023428815184e-06
Lr: 8.900425057487285e-06, Accum Loss: 2.022447233684943e-06
Lr: 8.90181868859313e-06, Accum Loss: 1.9818544387817383e-06
Lr: 8.903212319698977e-06, Accum Loss: 8.61287094267027e-06
Lr: 8.904605950804822e-06, Accum Loss: 9.65423305387958e-06
Lr: 8.905999581910669e-06, Accum Loss: 4.7056921630428405e-06
Lr: 8.907393213016516e-06, Accum Loss: 1.3503535001291311e-06
Lr: 8.908786844122361e-06, Accum Loss: 7.081477292558702e-06
Lr: 8.910180475228208e-06, Accum Loss: 6.150347786615384e-06
Lr: 8.911574106334055e-06, Accum Loss: 2.7519661784936034e-06
Lr: 8.9129677374399e-06, Accum Loss: 8.448958396911621e-06
Lr: 8.914361368545747e-06, Accum Loss: 3.4937492046083207e-06
Lr: 8.915754999651592e-06, Accum Loss: 3.975171239289921e-06
Lr: 8.917148630757439e-06, Accum Loss: 0.09166797498861001
Lr: 8.918542261863286e-06, Accum Loss: 0.00027705488344054174
Lr: 8.919935892969131e-06, Accum Loss: 7.718801498413086e-06
Lr: 8.921329524074978e-06, Accum Loss: 3.884853970248514e-05
Lr: 8.922723155180825e-06, Accum Loss: 7.603531742006453e-06
Lr: 8.92411678628667e-06, Accum Loss: 0.0012175412848591805
Lr: 8.925510417392517e-06, Accum Loss: 4.579452365760517e-06
Lr: 8.926904048498362e-06, Accum Loss: 0.05657974258065224
Lr: 8.92829767960421e-06, Accum Loss: 0.2166707120064757
Lr: 8.929691310710056e-06, Accum Loss: 2.2056266288927873e-06
Lr: 8.931084941815901e-06, Accum Loss: 3.297414082226169e-06
Lr: 8.932478572921748e-06, Accum Loss: 1.3195235055718513e-06
Lr: 8.933872204027595e-06, Accum Loss: 5.021967353968648e-06
Lr: 8.93526583513344e-06, Accum Loss: 1.0843629922874243e-06
Lr: 8.936659466239287e-06, Accum Loss: 1.844267018213941e-06
Lr: 8.938053097345133e-06, Accum Loss: 8.239828048317577e-06
Lr: 8.93944672845098e-06, Accum Loss: 2.683058085040102e-06
Lr: 8.940840359556826e-06, Accum Loss: 0.03270280361175537
Lr: 8.942233990662672e-06, Accum Loss: 2.300573783031723e-06
Lr: 8.943627621768518e-06, Accum Loss: 1.8269623183186923e-06
Lr: 8.945021252874365e-06, Accum Loss: 0.031553855786683016
Lr: 8.94641488398021e-06, Accum Loss: 2.9977230724398396e-06
Lr: 8.947808515086057e-06, Accum Loss: 4.299091187931481e-06
Lr: 8.949202146191903e-06, Accum Loss: 5.7902146437527335e-06
Lr: 8.95059577729775e-06, Accum Loss: 3.3958660878852243e-06
Lr: 8.951989408403597e-06, Accum Loss: 1.459971258555015e-06
Lr: 8.953383039509442e-06, Accum Loss: 1.3661110074281169e-06
Lr: 8.954776670615289e-06, Accum Loss: 3.0600205036535044e-06
Lr: 8.956170301721136e-06, Accum Loss: 3.3791249052228522e-06
Lr: 8.95756393282698e-06, Accum Loss: 7.595824058626022e-07
Lr: 8.958957563932828e-06, Accum Loss: 2.7251996357335884e-06
Lr: 8.960351195038673e-06, Accum Loss: 0.07422393273850503
Lr: 8.96174482614452e-06, Accum Loss: 2.03980340529597e-06
